X.1,X,Y,habitat_pt,elevation,pc_broad,pc_conif,pc_ag,pc_wet,pc_heath,pc_urban,patches,pc_igrass,pc_sgrass,d_rabbit,r_dens,d_water,d_building,fclass,all_mt_,presence,moran
331,-4.238225886,52.14138375,18,277.94,0,10.75378347,0,0,0.451105937,0.567520373,4,10.56461001,77.66298021,3271.98674458000,4.96E-06,0.001390255,0.021430114,unclassified,39,0,2.46E-05
332,-3.543814867,53.01795843,18,311.66,0,0,0,0,0,0,2,87.54203831,12.45796169,2036.88826867000,6.97E-07,0.006368896,0.005235093,unclassified,704,0,-0.000383755
333,-4.342174006,52.17976759,18,157.45,1.331538001,0,3.037103531,0,0,42.41472172,4,53.20167564,0.014961101,4244.08290890000,4.22E-06,0.001191516,0.003433665,service,2275,0,-0.001052602
334,-3.744483608,51.68577218,18,164.84,0,0,1.46644106,0,0,3.905809363,2,94.62774958,0,7468.20006065000,2.75E-06,0.000635987,0.006888932,secondary,20526,0,-0.000166704
335,-3.165736456,52.15999906,18,333.12,0,0.54952797,0,0,96.11103283,0,3,0,3.3394392,3208.27449662000,2.61E-06,0.0025155,0.028420484,unclassified,2397,0,0.001009814
336,-3.779289472,51.61089134,25,120.65,15.44311202,40.71365896,0.731207956,0,0,0,5,37.11611582,5.995905235,6390.97510698000,6.46E-06,0.003782731,0.007418491,unclassified,64021,0,0.000466532
337,-3.052527672,52.70617394,25,163.1,0,0,0,12.56979025,0,0,3,86.78134903,0.648860721,4913.24984587000,1.38E-07,0.003265927,0.018785129,unclassified,9602,0,0.000949303
338,-4.664432903,51.95711449,18,269.11,0.686157518,0,29.08711217,0,0,4.072195704,5,52.77446301,12.48508353,1911.40554577000,1.58E-06,0.003711351,0.01306858,unclassified,2883,0,-0.00028106
339,-3.722782668,53.30874618,44,8.84,0,100,0,0,0,0,1,0,0,6837.46959020000,2.66E-07,0.015306016,0.011846741,tertiary,12252,0,-3.03E-05
340,-3.091610419,52.94497564,18,198.01,0,0,0,0,0,0,4,0.098342231,0,985.02272376100,2.51E-06,0.015271927,0.006445886,unclassified,6148,0,0.000650769
341,-3.65842996,52.69311146,18,301.61,1.099696137,3.80552742,0,0,0,0,4,44.4653451,50.62943134,2797.58382968000,6.93E-07,0.001638601,0.011659723,trunk,2699,0,-0.000284787
342,-3.227486819,51.72067459,18,322.8,12.86566316,0,0.369213292,0,0,0.667424027,3,86.09769952,0,815.35227225800,9.78E-07,0.002709377,0.007477694,unclassified,264,0,0.000851998
343,-4.398081576,51.81321595,18,100.57,0,0,0.370425248,0,0,0,5,26.18165654,7.897466291,4061.05809870000,1.33E-06,0.004575686,0.024479343,unclassified,98,0,-0.000254144
344,-3.528177955,51.61789307,18,363.35,5.146215596,0,1.476490826,0,0,0.444380734,4,89.5212156,3.411697248,9935.20183002000,1.30E-06,0.002270721,0.006137517,service,419,0,-0.000560651
345,-3.097326775,52.72402557,18,68.59,3.843987609,0,17.65699803,0,0,0,5,9.842297944,0,1800.98477122000,1.87E-06,0.002784935,0.009337315,unclassified,7890,0,0.000765688
346,-3.00889279,52.17134643,12,169.33,15.38461538,8.791208791,2.702702703,0,0,0.549450549,6,69.0971191,3.281853282,6509.70435528000,1.93E-06,0.035490759,0.088800984,unclassified,3407,0,-0.000124654
347,-3.960751679,52.12334709,18,353.46,44.90766648,0,2.266368215,0,0.895355344,2.518186905,4,49.41242306,0,1504.67078112000,2.32E-06,0.003285556,0.01834688,unclassified,1757,0,0.001267787
348,-3.04129293,52.75978461,18,55.26,17.50633268,2.181255277,0,0,0,5.896425556,5,16.6619758,56.7970729,1647.33209823000,2.70E-06,0.001291135,0.011938198,unclassified,9282,0,0.00089512
349,-3.739147854,52.02384511,25,154.71,17.46846583,2.478732766,20.57788208,0,0,1.804048108,6,51.81871517,5.793487826,1237.27297448000,2.49E-05,0.000112784,0.018110283,unclassified,1893,0,-3.27E-05
350,-4.471307238,53.40618566,18,13.04,0,0,0,0,0,0,2,0,0,1055.42756412000,3.92E-07,0.002300593,0.006307781,service,3459,0,-0.00167686
351,-3.239403994,51.68648824,3,213.3,6.305375074,5.891907856,9.111045481,0,0,0,4,78.69167159,0,2833.05351043000,2.66E-06,0.006594704,0.004507512,tertiary,353,0,7.80E-05
352,-3.097304423,51.61490904,18,150.09,6.020213857,0.952101948,2.402226454,0,0,0,5,86.77310678,3.852350959,1667.26020477000,9.92E-06,0.000269084,0.001890409,residential,281,0,0.00071191
353,-4.638643886,51.8090217,18,63.47,0,5.683760684,0,0,4.074074074,0,3,0,90.24216524,6761.45876841000,5.52E-06,0.003375597,0.007102437,unclassified,1047,0,0.001493452
354,-4.965428393,51.63972007,18,50.97,4.534260466,2.969723309,0,0,0,0,5,51.78907721,40.47515573,3420.96710730000,1.89E-07,0.003847734,0.00986783,residential,1670,0,-0.001698294
355,-3.91537488,52.73941643,27,93.23,1.663113006,0,0.52594172,0,27.70433547,0,5,17.9246624,52.18194741,4001.36142868000,3.49E-06,0.003945157,0.006681787,unclassified,2063,0,0.000435447
356,-3.179781317,52.81444453,18,168.3,3.305433395,9.561639949,0,0,0,0.312101007,4,78.47921691,8.341608739,5407.11877379000,5.03E-06,0.00021872,0.00905855,unclassified,1930,0,0.00016637
357,-3.443155377,52.73629354,18,269.68,18.1144216,17.91859001,5.805007693,0,0,1.706532382,4,56.45544831,0,4555.68171073000,3.26E-06,0.003969913,0.021797827,unclassified,4568,0,0.000190449
358,-3.291985828,53.0431579,18,200.2,0,13.67952522,0,0,66.73590504,0,3,0,19.58456973,7391.32187612000,4.17E-06,0.00334209,0.015007218,unclassified,3787,0,-0.000766328
359,-3.31071661,53.17145093,18,125.64,10.09758167,0,14.96252298,0,0,8.513647292,3,66.42624806,0,1143.22633225000,9.62E-07,0.004102498,0.011188104,unclassified,10,0,0.001147076
360,-3.104986367,51.56479904,12,64.37,2.139991083,0.326943082,10.10551345,0,0,3.49234656,5,80.8143855,3.12082033,7307.98773760000,6.71E-06,0.001250325,0.004646052,unclassified,999,0,0.000493786
361,-4.88748204,51.88381321,18,121.63,7.115246958,0,0,0,0,3.435934145,3,89.39155333,0.057265569,3114.37278381000,4.71E-06,0.004609183,0.030577769,service,1799,0,0.000419126
362,-3.47092668,52.42192759,18,325.59,8.757495468,0,0,0,0,62.65513875,2,28.58736578,0,1492.85746743000,8.12E-08,0.004086798,0.024023137,unclassified,6375,0,-0.000130294
363,-4.873164143,51.77787128,25,30.57,0,4.697887428,0,0,0.8125277,0,4,2.526222485,91.96336239,11738.21188540000,4.60E-06,0.002821954,0.013364933,service,14008,0,-0.001060477
364,-4.626287605,52.06307441,23,51.34,0,0,0,11.50736356,0,0,3,0,87.6118972,15788.86470810000,2.91E-06,0.004139052,0.002461054,unclassified,4168,0,0.000464055
365,-3.551691955,51.64491954,18,444.15,0,0,0,0,0,0,1,0,100,8514.84364090000,1.71E-06,0.000935979,0.019061836,primary,1108,0,-7.47E-05
366,-3.858307271,52.5050057,24,422.15,21.13057098,4.82699701,0,0,30.17229104,0,5,43.68503489,0.18510608,10167.42898740000,1.29E-05,0.001291555,0.012843653,unclassified,4578,0,-0.00065985
367,-3.880230079,52.50220074,18,376.77,4.352757692,1.914079115,6.53622572,0,0,5.288529704,4,81.90840777,0,6507.81703603000,9.93E-06,0.001794161,0.018394984,unclassified,4578,0,-0.00041895
368,-4.68998746,51.90173396,18,157.54,0,0,0,0,0,0,2,0,0,5469.86431277000,4.64E-06,0.003768202,0.0202769,unclassified,2883,0,0.000189616
369,-4.566612862,52.06295708,18,84.59,0.185502283,0.071347032,0,0,0,0,4,54.98002283,44.76312785,5343.98228336000,6.03E-06,0.000258581,0.000978141,unclassified,8281,0,0.00054276
370,-3.91002139,52.22638744,18,227.09,9.480712166,20.71216617,0,0,0,0,4,55.43026706,14.3768546,1234.02642404000,4.14E-06,0.002121052,0.006332085,unclassified,50,0,0.000707031
371,-3.887759483,52.22091003,18,291.86,4.567093127,0,6.783695329,0,0,0.862838441,4,87.726867,0.059506099,3039.33512467000,2.62E-06,0.002220802,0.028753262,service,50,0,0.00097662
372,-5.184434023,51.75993746,44,-12.34,0.056014564,0,0,0,0,0,4,0.896233021,0,7109.34755727000,7.45E-07,0.009726942,0.005188071,unclassified,68,0,-0.001093641
373,-4.693625502,51.76510901,18,141.49,21.62889518,1.147308782,0,0,0,1.274787535,4,47.93201133,28.01699717,4828.21450287000,2.08E-06,0.00850135,0.019753876,residential,1123,0,0.001645892
374,-4.70614639,51.78416071,18,128.77,4.570758863,0,18.1218869,0,0,2.285379432,3,75.0219748,0,1865.64970531000,9.59E-07,0.001291916,0.002893349,secondary,1123,0,0.000491595
375,-5.051673623,51.91951451,12,111.43,15.67790372,38.84881496,0,0,2.502576181,0,5,23.83335787,19.13734727,2064.47083213000,8.68E-07,0.006044112,0.021512834,unclassified,925,0,-0.000445401
376,-3.258892049,52.45801287,27,398.39,0,0,0,7.39587965,78.65718097,0,3,0,13.94693938,10590.59488830000,1.29E-07,0.002503252,0.03633319,secondary,12174,0,-0.000124211
377,-3.094345924,52.42967003,18,331.14,5.25100981,1.02423543,0,0,0,0.072129256,4,41.90709752,51.74552799,9767.29263083000,2.47E-06,0.031566743,0.055168284,secondary,12174,0,0.000112939
378,-3.528142962,53.31118627,1,-6.65,0,0,0,0,1.918536009,0,2,0,98.08146399,9276.46717470000,3.96E-06,0.002709051,0.001916472,unclassified,12880,0,1.65E-06
379,-3.618429644,52.14563223,18,320.6,6.231284757,7.628689577,8.027948096,0,0,2.110366462,4,76.00171111,0,2807.50722759000,1.03E-07,0.001513454,0.000473109,unclassified,2809,0,0.000474422
380,-3.994926292,52.23531278,18,195.62,12.21459588,1.484801793,0,0,0,40.91609469,4,5.89718448,39.48732315,5920.26097749000,2.80E-06,0.000209442,0.007754881,service,1757,0,0.000647901
381,-4.013443907,52.24526943,18,199.43,0,39.04285714,0,0,0,0,2,0,60.95714286,6605.08571531000,5.34E-06,0.001401339,0.007227352,unclassified,1757,0,0.00013989
382,-3.530662437,52.56756094,18,254.15,19.19191919,0,0,0,0,0.38961039,2,80.41847042,0,2139.01073235000,1.47E-06,0.002203861,0.009315798,unclassified,2118,0,0.000150823
383,-4.45047603,52.18100574,44,3.56,2.939935293,6.723871149,0,0,0,15.74061049,5,11.26740751,62.79364186,3018.09870018000,1.63E-07,0.012360873,0.014235569,service,1176,0,-9.65E-05
384,-4.005045159,52.34149204,18,131.25,0,0,3.351623906,0,0,0,4,0.400415245,0,7173.30693164000,5.64E-06,0.001465569,0.004174711,unclassified,470,0,0.000659845
385,-4.167672364,52.11380989,18,173.53,8.149405772,0,1.782682513,0,0,6.437464629,4,82.21561969,0,4184.58671962000,1.36E-06,0.002697407,0.021729438,tertiary,39,0,-0.000359754
386,-4.236378324,52.12638346,18,279.31,16.10218978,10.86131387,0,0,0,0.04379562,4,72.45255474,0.540145985,5011.97638995000,3.73E-06,0.005817561,0.007185739,secondary,39,0,0.000401329
387,-4.290014098,52.13314137,18,245.25,0.19875071,0,0.184554231,0,1.94491766,0.724020443,4,96.94775696,0,4686.20728406000,7.89E-07,0.004606523,0.009863407,secondary,39,0,-0.000138109
388,-3.100850076,52.88218076,18,287.1,2.841166692,0,0,0,0,35.27278223,5,7.903883935,0,5119.38732813000,4.05E-06,0.017914621,0.031157593,unclassified,47,0,0.000468827
389,-3.875967865,52.58728724,18,85.59,42.45198079,24.3547419,0,0,13.98559424,0,6,4.291716687,8.448379352,1288.92654550000,2.41E-06,0.000754835,0.014020084,service,5590,0,0.00045002
390,-4.457923627,51.77553868,18,28.99,8.908045977,0,0.014367816,0,0,0.689655172,3,90.38793103,0,2576.77864370000,5.80E-06,0.005586185,0.003694726,service,2954,0,0.000844555
391,-3.474890565,52.24214098,18,272.44,0,0,0,0,0,0,1,0,100,3755.42082375000,3.06E-06,0.006940765,0.002079081,trunk,3758,0,-0.001471076
392,-4.195470255,51.69620533,23,78.75,2.291162658,29.54319055,0,0,0,0.341539775,4,36.30283193,31.52127508,4036.56961006000,1.52E-05,0.00333992,0.002365599,secondary,13500,0,-0.000543714
393,-3.736086608,51.96283967,18,273.49,0,45.63438941,0,0,0,0,2,0,54.36561059,11987.89352870000,7.19E-06,0.000481984,0.014754281,unclassified,3144,0,-5.17E-06
394,-3.853286978,53.14028432,23,264.16,1.6197909,0,35.3703431,0,0,10.21940804,3,52.79045796,0,2295.72917909000,2.46E-06,0.002658424,0.006375501,unclassified,3447,0,-0.000558383
395,-3.297146042,53.00194329,18,278.81,19.48703253,0,1.819744949,0,0,2.851411377,4,74.0363949,0,5234.99156111000,4.30E-06,0.00015281,0.017915548,unclassified,4638,0,-0.000187721
396,-4.175346822,52.2491668,18,143.02,2.102733554,0,5.902673476,0,0,0.450585761,3,91.54400721,0,2239.38708847000,1.04E-06,0.004172279,0.0011698,secondary,6268,0,-0.001695729
397,-3.817591292,51.90092878,18,172.87,0,0,1.497131664,0,75.94795019,6.758080313,3,15.79683783,0,5286.43456327000,3.56E-06,0.001096698,0.032771409,unclassified,388,0,4.53E-05
398,-3.095421369,52.49623696,18,314.21,1.972470555,0,20.05108557,0,0,0,3,77.97644388,0,2006.84332627000,3.83E-06,0.000498738,0.024429499,unclassified,3256,0,-9.83E-05
399,-3.37861679,53.13662228,18,178.58,5.5812649,0,38.04515496,0,0,3.92651802,3,52.44706212,0,4184.08337059000,2.59E-06,0.00146241,0.009857552,unclassified,7063,0,0.0001597
400,-4.014019913,51.5560767,44,-1.22,6.051629285,1.057977148,0,0,0,0,4,9.38073071,83.50966286,3188.41462389000,2.92E-06,0.030946701,0.011710995,service,546,0,-0.000179943
401,-2.730484575,51.68672578,24,190.52,0,6.842808372,0,0.133590619,3.31007867,0,4,0,89.71352234,996.70195408700,5.11E-06,0.000837039,0.0024061,unclassified,2627,0,-0.000465675
402,-3.516749036,52.50878867,18,237.63,3.17778414,0,6.026338391,0,0,1.789292871,3,89.0065846,0,5951.08246604000,4.92E-06,0.001461374,0.02310761,secondary,1036,0,7.96E-05
403,-3.318972574,52.65577023,18,181.99,27.39130435,1.101449275,1.608695652,0,0,0.565217391,5,63.04347826,0,4549.41252999000,3.98E-07,0.001230786,0.009810753,trunk,4051,0,0.000388167
404,-3.592811505,52.44531694,18,279.3,0,10.17218926,0,0,0,0,3,27.63710027,62.19071046,2507.77159860000,1.36E-06,0.001321487,0.005783699,service,4534,0,8.48E-05
405,-3.798589027,53.02068138,24,343.11,9.11643026,11.49527187,1.906028369,0,0,1.462765957,5,45.49349882,30.52600473,4300.50529723000,2.04E-06,0.000746128,0.017257139,unclassified,360,0,-0.000242301
406,-4.074975537,51.72911329,18,58.7,0.701202061,36.20492272,0,0,0,0,4,4.192902118,58.9009731,5473.86414583000,7.65E-07,0.003084272,0.017159008,secondary,9434,0,-0.000551162
407,-4.025912315,52.06199897,18,290.35,40.41519435,21.81978799,0.11778563,0,0.368080094,0.706713781,6,28.81330978,7.759128386,1160.06050814000,4.83E-06,0.003452154,0.012121073,unclassified,2702,0,-0.000232327
408,-3.178944922,51.91877207,27,326.26,14.63550362,0,18.58653311,0,0,3.436282693,5,39.53811909,0,2439.72277713000,2.46E-06,0.00415131,0.004386283,unclassified,5870,0,0.000447892
409,-3.866703345,53.24674534,18,213.94,9.564113415,0,2.327549725,0,0,14.57187191,5,46.60741995,0,9268.92842355000,2.22E-06,0.001326568,0.006241841,unclassified,4091,0,0.000138469
410,-4.043243992,51.78568383,18,110.01,10.95231357,0,5.476156785,0,0,1.59898118,4,80.40186784,1.570680628,8019.77910943000,2.97E-07,0.00175841,0.006894923,residential,584,0,-0.000894645
411,-3.245648062,52.6304618,18,229.1,0.695369137,2.633525669,0,6.169551709,11.91004586,0,6,19.63308182,58.9584258,9475.99267917000,1.61E-06,0.001021217,0.025850299,unclassified,4051,0,0.000133276
412,-3.12096018,51.69769631,18,280,0,36.51193831,0,0,0,0,3,61.05590983,2.432151861,7798.69763662000,3.38E-06,0.00093019,0.009568694,residential,14035,0,-0.000154639
413,-3.353221438,52.64972063,18,220.47,3.398900781,0,0,0,0,0,5,54.17992479,40.56985826,2416.82578692000,3.48E-06,0.004798079,0.009385019,unclassified,2504,0,0.000559739
414,-3.499746664,52.58654079,24,379.65,7.115832363,5.034924331,0,0,0,0,4,85.97206054,1.877182771,3470.21093282000,7.72E-06,0.000112641,0.042428988,unclassified,3486,0,-5.94E-05
415,-3.752926394,51.59689972,24,104.83,5.389135732,17.15637093,2.823563136,0,0,0.386985811,5,73.54163681,0.702307582,4335.55519283000,2.99E-06,0.000366309,0.003326377,service,70089,0,0.00032338
416,-3.848938766,52.78896307,18,236.54,3.033772181,1.230681168,0,0,0,0,5,0.128792215,92.51574127,11936.53270870000,3.95E-06,0.003412881,0.003429306,unclassified,4457,0,-0.000578109
417,-3.4706006,53.30338124,1,4.04,1.476279203,0,0,0,0,0,3,12.56987244,85.95384836,4237.41445330000,1.39E-06,8.17E-05,0.000761637,service,14566,0,-0.001976185
418,-4.085951336,51.97926165,25,204.9,7.719546742,0,3.796033994,0,0,0.226628895,3,88.25779037,0,7925.78015462000,2.95E-06,0.002249035,0.01179236,secondary,4851,0,0.000105041
419,-3.741662435,52.39544709,18,498.06,0.90517881,3.917495177,0,0,0,0,4,89.33076124,5.846564772,3575.11346458000,9.78E-07,0.002928165,0.007777824,service,3301,0,-0.001227517
420,-3.338456655,51.61129179,23,146.26,27.87972897,15.93732355,21.8661773,0,4.714850367,3.274985884,5,26.32693394,0,4328.15342442000,1.65E-06,0.002731398,0.003652251,residential,48919,0,0.000357413
421,-3.837970875,52.11519295,27,363.55,0,0,0,0,0,98.10874704,3,0.987345293,0,888.64079605100,6.19E-08,0.00161685,0.047134111,unclassified,6864,0,8.78E-06
422,-3.114044628,52.95165887,18,231.23,0,0,0,0,0,0,1,100,0,1059.13716083000,4.57E-06,0.003546629,0.017119965,unclassified,6148,0,0.001064502
423,-3.788598335,51.977754,18,132.73,3.977272727,0,3.831585082,0,0,2.491258741,3,89.69988345,0,7194.65105980000,5.24E-07,0.003734556,0.008925173,tertiary,6324,0,0.000187606
424,-3.095526825,51.58320589,18,84.8,0,56.59617321,0,0,0,0,2,0,43.40382679,15632.63367740000,1.97E-06,0.003358232,0.001184145,primary,8910,0,0.001018307
425,-3.485656014,51.64812109,18,274.59,0,0,1.879642262,0,0.394118539,7.867212369,3,89.85902683,0,5076.50996425000,1.02E-06,0.000978919,0.003057789,primary,13845,0,-0.000566001
426,-3.793911513,52.12039793,27,325.19,0,32.97265682,0,0,0,0,3,4.97148706,62.05585612,5504.73585948000,9.46E-07,0.002988895,0.034188122,unclassified,1893,0,0.000541253
427,-3.471006612,51.686797,29,369.59,1.304347826,0,4.782608696,0,0,0.869565217,3,93.04347826,0,471.84913764500,3.96E-06,0.001874166,0.015618245,primary,3430,0,-0.000117736
428,-3.939481734,52.68975033,18,430.93,3.720324262,0.144759699,0,0,0,0,4,68.77533295,27.35958309,5299.96562223000,2.91E-06,0.000210706,0.026684515,service,2063,0,0.000598168
429,-3.37258853,53.23835356,12,123.39,7.453228727,0,22.43512372,0.558237779,0,1.614363307,4,67.93904647,0,916.43952684100,1.83E-06,0.002197359,0.002555937,unclassified,4606,0,-0.00049158
430,-3.432053531,52.35400301,18,387.25,0,100,0,0,0,0,1,0,0,13221.39661890000,3.22E-06,0.004757179,0.025863226,unclassified,1883,0,5.81E-05
431,-4.442925373,52.87756117,3,6.42,7.076082267,13.28922767,0,0,0,0.517762117,4,30.69178772,48.42514023,5254.57047375000,9.05E-07,0.001004068,0.008626647,unclassified,5929,0,0.000421929
432,-4.474437564,52.95789197,18,27.62,0,35.6653549,0,0,0,0,4,45.05174173,19.2537531,342.79881881800,2.89E-06,0.00217054,0.004981147,secondary,2089,0,0.000567674
433,-3.271454093,52.30628485,18,289.05,8.670601461,3.358628443,0,0,0,6.422147274,4,25.35132097,56.19730185,4306.40781754000,3.09E-06,0.001494541,0.025508069,unclassified,3874,0,0.000716798
434,-3.359055507,52.31786354,12,289.95,6.302774427,0,4.357659831,0,0,6.01628468,5,78.58866104,0,2020.87312869000,3.23E-06,0.000978077,0.026936792,unclassified,3116,0,0.00035685
435,-3.637310836,52.83298147,18,428.12,27.73952096,65.89820359,0,0,0.808383234,0.898203593,5,1.017964072,3.637724551,4947.02365534000,2.33E-06,0.004771703,0.006333515,unclassified,3644,0,-0.000719853
436,-3.617691295,52.80504441,18,451.96,0.256959315,0,0,0,0,0,3,33.0620985,66.68094218,5414.39146703000,1.78E-06,0.000248928,0.033400936,unclassified,3644,0,-1.57E-05
437,-3.549104643,52.81512383,35,478.03,11.73715583,0.156116946,11.29718989,0,0,10.06244678,5,41.49872268,25.24836787,994.84612160900,2.67E-06,0.003294299,0.012038388,unclassified,3644,0,0.000103451
438,-4.331292672,53.00348429,18,213.03,0,0,2.203108496,7.077108797,0,0.331975253,3,90.38780745,0,2178.41374150000,1.27E-06,0.000554526,0.029308749,unclassified,6238,0,0.000501886
439,-3.626922086,52.68950345,18,358.36,14.81427318,3.743784732,10.44164961,3.758408891,0,1.433167593,5,65.808716,0,1810.25897323000,2.83E-06,0.002741214,0.009162305,trunk,2699,0,-0.000312491
440,-5.261448503,51.88834529,18,47.01,0,29.51383695,0.583395662,0,0,0,4,4.427823485,65.4749439,4370.08365470000,5.21E-06,0.003507532,0.002507687,secondary,2374,0,0.000270369
441,-4.727968862,52.11557363,44,27.13,7.546330615,0,6.434395849,0,0,0.459599703,3,85.55967383,0,2367.87166769000,3.41E-07,0.020160542,0.004153719,unclassified,3897,0,-0.000832999
442,-3.865018318,53.00995605,27,438.96,9.84676504,0,4.809875142,0,0,8.101589103,3,77.24177072,0,4599.61744189000,1.77E-06,1.15E-05,0.00143683,unclassified,602,0,-0.000117617
443,-4.57925846,52.88203567,18,109.58,2.696113581,6.252688943,0,0,0,0,4,17.75419475,73.29700272,3800.19282154000,1.79E-05,0.001958889,0.016902515,unclassified,1194,0,0.000705119
444,-4.613899651,52.87312849,18,84.55,0,55.30896432,0,5.308964317,0,0,3,0,39.38207137,7170.66946263000,3.75E-06,0.00259891,0.015749865,unclassified,1194,0,0.00052914
445,-4.308378754,52.95396117,18,93.31,16.72669644,18.72928973,0,0,0,0,4,60.19305576,4.350958075,2889.44297459000,3.03E-06,0.000629401,0.013163509,unclassified,136,0,0.000142259
446,-3.444271348,52.84501808,27,435.45,10.48079742,0,2.022867194,0,0,0.439753738,4,86.95397244,0.102609206,5993.33151369000,1.66E-06,0.002904533,0.029384988,secondary,95,0,0.001403259
447,-4.718306598,52.83457352,18,18.57,7.329035874,63.53699552,0,0,0,0,4,2.872757848,26.26121076,2797.63182007000,2.96E-06,0.000742667,0.002372394,unclassified,1307,0,-6.48E-05
448,-3.953474688,52.3869406,18,126.45,2.209560867,0,42.98221234,0,0,0.500277932,3,54.30794886,0,2291.77130511000,5.13E-06,6.19E-05,0.006867492,unclassified,3211,0,0.000298436
449,-3.47028511,52.48754976,18,186.07,7.568185064,0,34.85649008,0,0,0,3,57.57532486,0,976.18626536900,2.55E-06,0.000553188,0.033127544,unclassified,6375,0,-0.00036861
450,-4.037644095,52.21118226,18,154.75,0,0,0,0,0,0,1,0,100,13775.72782930000,1.17E-07,0.001881373,0.023146812,secondary,2635,0,2.91E-05
451,-3.984917974,52.7050049,35,280.15,3.975226847,0,0,0,0,0.662537808,3,94.8437275,0.51850785,5383.99621338000,2.40E-06,0.004193367,0.002638314,unclassified,2063,0,0.001769541
452,-4.574178445,53.3045287,44,2.05,30.45952483,19.19191919,0,0,0,2.902262057,5,45.5968132,0.725565514,4486.84006354000,1.43E-06,0.020826456,0.016755956,service,5048,0,-0.000192579
453,-3.868217102,53.28687227,27,15.77,7.954712542,0,10.04264079,0,0,8.395824144,6,9.454491986,20.99691222,925.31724582700,3.40E-06,0.01478804,0.001678119,trunk,4091,0,0.000134187
454,-3.266511525,53.2808809,18,191.72,1.109795798,0,74.2527375,0,0,0,5,16.79490974,0,1429.75992264000,3.29E-06,0.002151093,3.97E-05,unclassified,4660,0,-0.001015815
455,-3.234850324,53.24874793,18,234.46,5.370661334,0,11.99828596,0,0,1.356949007,3,81.2741037,0,1267.34093490000,2.63E-06,0.015851166,0.002027744,tertiary,257,0,-0.000757468
456,-4.540848945,52.03784323,18,59.79,23.85164051,0.556348074,4.621968616,0,0,6.790299572,4,64.17974322,0,6012.62181542000,8.12E-07,0.006790715,0.008580731,service,4057,0,0.000994267
457,-4.545386093,51.97959098,18,175.73,8.404099561,0,0.409956076,0,0,1.786237189,3,89.39970717,0,4684.77525016000,3.44E-06,0.001479616,0.010885066,service,4057,0,0.000376808
458,-4.008367733,52.21778835,18,176.65,1.221590909,0.596590909,0,0,1.505681818,0.3125,5,45.96590909,50.39772727,5734.59291462000,4.28E-06,0.003267357,0.016335974,service,2635,0,0.000656028
459,-3.992406454,52.15372318,18,182.56,0,0,0,0,0,2.555572357,3,0,1.481929533,2131.20143393000,5.14E-06,0.002705556,0.021947589,service,2635,0,0.002609142
460,-3.834751826,53.25159983,18,25.84,0,55.11940299,0,0,2.194029851,0,4,2.955223881,39.73134328,6787.78354441000,2.78E-06,0.005741159,0.002276631,secondary,5640,0,0.000356264
461,-3.571136426,52.40792511,18,307.39,0,0,0,0,0,0,2,0,0,6297.33770363000,5.77E-07,0.000562215,0.012513639,trunk,4565,0,0.001409769
462,-4.011995117,52.7060682,23,224.58,3.944281525,1.994134897,0,0,0,0,4,92.81524927,1.246334311,3286.98970269000,3.69E-06,0.007397049,0.004479949,unclassified,1206,0,0.002264001
463,-3.190528596,53.03662091,27,390.86,17.21129676,3.696584356,17.3443738,0,0,2.779831436,5,58.59825521,0,4546.12072101000,3.22E-06,0.012266222,0.010805284,unclassified,2008,0,-0.000196377
464,-4.091327176,52.26623115,24,237.94,12.27523715,3.497097551,38.51054793,0,0,2.265326349,4,43.45179102,0,1497.42785113000,3.10E-06,0.003761388,0.008429073,service,3351,0,-0.000119344
465,-4.095702746,52.31979959,18,146.98,10.0042511,0,18.52061783,0,0,1.105285532,4,66.24628029,4.123565254,4103.55556048000,1.46E-06,0.000306359,0.025766303,service,3351,0,3.38E-05
466,-4.200890503,52.06329289,18,134.84,0.056045958,89.43533698,0,0,0,0,4,0,9.065433656,1619.26427955000,2.43E-06,0.000517315,0.008764953,service,3925,0,0.000521106
467,-4.688803106,52.03848591,18,140.79,3.561564181,0.843145806,0,0,0,0.319813926,4,88.6902166,6.585259485,1580.75335584999,1.11E-06,0.001592602,0.006198763,service,3441,0,-3.84E-05
468,-3.878083745,51.69463278,18,103.65,0,0,0,0,57.15915573,0.955504849,3,20.66457501,21.2207644,10492.48781710000,2.50E-06,0.00221009,0.003627104,primary,21010,0,-0.002248557
469,-3.542120443,51.77553437,18,277.16,7.448053848,0,0.307287094,0,0,1.30231197,4,62.93532338,28.00702371,3541.48944230000,2.84E-06,0.000243025,0.020396442,service,1398,0,0.000501095
470,-4.688538233,52.13188674,44,0.38,0,0,3.565468063,0,0,0,3,46.53315127,0,7671.98692656000,1.03E-06,0.014358672,0.012518274,service,8519,0,-0.000710217
471,-4.409262652,51.94674911,24,255.68,0,0,0,0,0,0,1,0,100,7548.93533470000,3.74E-06,9.70E-05,0.014621101,unclassified,620,0,0.000245275
472,-3.895238879,52.34628563,18,267.39,10.26185421,0,3.269639066,0,0,1.415428167,3,85.05307856,0,7499.07930584000,2.94E-06,0.003844075,0.015789047,service,1028,0,0.00034966
473,-4.205509743,52.11809073,18,198.05,0.042372881,0,0.918079096,0,0,1.016949153,3,98.02259887,0,1819.06139697000,4.63E-06,0.003928152,0.00842701,service,39,0,0.0003043
