X.1,X,Y,habitat_pt,elevation,pc_broad,pc_conif,pc_ag,pc_wet,pc_heath,pc_urban,patches,pc_igrass,pc_sgrass,d_rabbit,r_dens,d_water,d_building,fclass,all_mt_,presence,moran
711,-4.950171881,51.8773115,18,77.52,0.25758443,0,7.040641099,0,0,8.37149399,3,84.33028048,0,1774.84598832000,2.79E-06,0.001079257,0.009316833,unclassified,1799,0,0.000145422
712,-3.040776993,52.28623579,18,231.17,13.04655441,0.721664072,46.08744871,0,0,0.410358002,4,39.73397481,0,1068.59723656000,3.46E-06,0.003450282,0.023186004,unclassified,2125,0,0.000133079
713,-4.905442505,51.64427262,12,51.8,25.5,1.132352941,1.573529412,0,0,1.161764706,4,70.63235294,0,389.71905102400,2.43E-06,0.00019349,0.007382503,unclassified,1670,0,4.99E-05
714,-3.999104665,53.23294536,18,134.73,10.75314399,0,0,0,0,1.29998587,2,87.94687014,0,2596.91424392000,3.36E-06,0.005847843,0.004975445,unclassified,23718,0,0.000682468
715,-4.112977254,53.15666006,27,302.39,2.754491018,0,0,0,0.628742515,0.479041916,4,6.886227545,89.25149701,8273.10770919000,4.55E-06,0.00330386,0.00310981,tertiary,10093,0,0.002322793
716,-4.797758499,51.71138304,12,39.99,8.168698333,0,11.16715707,0,0,0.882723834,3,79.78142077,0,5141.17870276000,9.13E-07,0.002718321,0.010032034,unclassified,12935,0,0.001461743
717,-4.03361814,52.60867194,18,115.46,11.6553288,8.556311413,1.179138322,0,0,4.444444444,4,74.16477702,0,2039.23375148000,1.88E-06,0.000942163,0.001806948,unclassified,3612,0,0.00011871
718,-3.458847287,52.22588559,18,223.12,0,0,0,0,0,88.16026619,3,0,0,1947.94124995000,5.21E-06,0.002134325,0.003278552,unclassified,3758,0,-0.000341604
719,-2.771609795,51.86675446,12,97.54,8.846806105,0,11.68739401,0,0,1.554550594,4,75.55115885,2.360090447,5476.78393213000,2.66E-06,0.002213626,0.00366578,unclassified,2256,0,-0.000185836
720,-2.967341933,53.18543352,12,4.92,12.82593376,6.37068358,0,0,43.41085271,5.341789993,4,0,32.05073996,4046.99136872000,2.75E-06,0.000693004,0.002449612,service,14370,0,2.53E-05
721,-4.288293167,53.24119112,18,28.16,0.222882615,0,28.24665676,0,0,1.575037147,3,69.95542348,0,1616.24776946000,1.53E-07,0.000826487,0.010543404,service,7017,0,0.000759307
722,-4.112434776,52.64570707,27,16.04,21.42058166,0,0,0,0,46.84004474,3,6.487695749,0,5480.44840391000,1.30E-06,0.01802999,0.007375537,primary,1206,0,0.000312612
723,-3.282122818,51.40007227,1,33.41,1.799856012,7.47300216,0,0,10.25197984,0,6,47.32901368,30.9575234,2570.71642982000,5.07E-07,0.007428968,0.001705653,primary,7584,0,-9.45E-05
724,-4.440687482,53.20368819,18,27.32,16.70936521,0,4.597210362,0,0,0.384286934,4,74.75092514,3.558212354,3008.46327177000,2.23E-06,0.001553357,0.021019858,unclassified,1316,0,3.52E-05
725,-4.526891669,53.4191633,44,-5.65,3.544047447,0,3.601909446,0,0,2.632720961,5,72.34196441,0,4834.73649996000,1.62E-06,0.010635751,0.009455838,service,3459,0,0.000234285
726,-3.060338214,53.1751957,1,112.86,1.185712168,2.460352749,0,1.734104046,0,0,5,27.00459463,67.6152364,1798.99288167000,2.73E-06,0.006069651,0.000802709,tertiary,32154,0,8.40E-05
727,-4.387063688,52.02631477,18,84.69,0,0,0,0,0,0,3,0,0,3972.56394888000,2.90E-06,0.006853163,0.008609384,unclassified,2054,0,-1.99E-06
728,-4.097669161,53.32617749,44,16.46,23.45661846,0,11.13737486,0,0,1.43214683,3,63.97385984,0,1234.22529098000,1.75E-06,0.029854519,0.019715267,unclassified,6218,0,0.001364429
729,-4.352032267,53.2323503,18,41.79,0,0.393127548,0,0,0,0,4,6.988934188,64.51659872,2276.75714770000,1.72E-05,0.015423831,0.000350777,unclassified,13042,0,0.000840591
730,-3.05202087,53.24425035,18,6.05,11.99546806,0,19.92635604,0,0,3.016569891,3,65.061606,0,2532.61243478000,1.00E-06,0.000177755,0.000946123,unclassified,13480,0,3.90E-05
731,-4.889595006,52.01375789,18,101.95,0,78.74174088,0,0,0,0,2,0,21.25825912,10212.18175420000,5.43E-06,0.002650258,0.001620044,unclassified,66,0,-9.09E-05
732,-4.245537278,53.25855045,18,54.73,1.031231585,3.682969947,0,0,0.220978197,0,5,16.36711844,78.69770183,4324.59485908000,2.40E-06,0.001283063,0.01193871,unclassified,3112,0,0.000597468
733,-3.11734494,51.8018215,18,408.1,0.284473724,0,0,18.55068124,12.66656685,0,5,12.39706543,56.10121276,9822.18893726000,2.77E-05,0.006100963,0.017269864,unclassified,6481,0,-9.47E-05
734,-4.439451212,53.28683922,18,60.06,7.281276717,23.81020234,0,0,0,0,4,56.71131376,12.19720718,4438.09988351000,3.61E-06,0.009223848,0.029150864,secondary,940,0,-0.000418563
735,-3.618068424,53.17218896,18,260.41,0,0,0,0,0,0,1,0,100,8245.47918633000,6.03E-07,0.001217269,0.018518158,unclassified,836,0,0.000840759
736,-3.74028293,53.17916179,18,278.16,14.12950866,0,0.397614314,0,0,0.454416359,4,64.10110764,20.91735302,8514.89485692000,8.21E-09,0.003406467,0.018503364,tertiary,3447,0,-9.18E-06
737,-3.622876756,53.18585411,18,244.01,38.42814371,0.464071856,0,0,0,0,3,61.10778443,0,4386.33637440000,4.64E-06,0.001988928,0.008802177,tertiary,1073,0,0.000698051
738,-3.460679046,51.9713786,18,236.95,7.430818935,0,3.244837758,0,0.772580419,69.01250176,5,18.59811771,0,2114.81050850000,6.17E-06,0.002463788,0.013422416,unclassified,4234,0,5.18E-06
739,-3.856004971,51.88057812,18,206.14,14.95026331,0,0,0,0,0.555880632,2,84.49385606,0,1749.73980846000,1.87E-06,0.002988752,0.001485165,unclassified,388,0,3.99E-07
740,-3.466294529,52.19955252,18,217.69,0,44.97235918,0,0,55.02764082,0,2,0,0,2538.15135230000,9.00E-07,0.002170023,0.003279525,secondary,3086,0,-0.000131808
741,-3.17968296,51.51600801,1,50.67,0,0,0,0,0,0,2,0,0,2185.39744022000,5.54E-06,0.001781091,0.001874311,residential,859,0,0.000109445
742,-3.162637496,51.51992019,1,44.21,0.622816345,0,0,0,8.445997266,0.486100562,6,72.47455567,2.400121525,4314.50835964000,2.65E-07,0.005920921,0.001339259,residential,1821,0,0.000577803
743,-3.403749614,52.79100492,18,361.7,18.14715436,0,0,0,0,21.25406016,3,60.14687191,0,6760.76988219000,3.94E-06,0.000997638,0.007530928,unclassified,95,0,-0.000254765
744,-3.252572359,52.85983908,18,339.67,11.85508881,0,0,0,1.113617141,10.57231463,6,18.74823795,51.63518466,7254.65867173000,2.41E-06,0.004329723,0.025537606,unclassified,103,0,-6.60E-05
745,-3.964234969,51.70473321,18,143.32,0,5.66314554,0,0,0,0,2,0,94.33685446,9445.77723830000,1.89E-06,0.003027389,0.011689901,unclassified,75972,0,0.001087045
746,-3.946415323,51.70299355,3,143.32,7.834232188,0,0,0,0,1.319897814,2,90.84587,0,8538.24690896000,1.71E-06,0.003547532,0.012493546,unclassified,75972,0,0.001405822
747,-3.414629963,52.9643147,18,191.87,0.618921309,59.43118184,0,0,0,0,3,0,39.94989685,2601.78533044000,2.77E-06,0.004960867,0.008573521,unclassified,7772,0,0.000578295
748,-3.889658852,52.36709689,18,247.57,6.924384027,0,0,0,0,0,2,93.07561597,0,4412.73008826000,1.62E-05,0.007300559,0.021694916,unclassified,3350,0,-0.000737357
749,-4.158431701,51.70209263,18,100.41,1.226042841,0,0,0,0,0,3,0.549605411,98.22435175,3130.26213961000,8.02E-08,0.008233231,0.008845855,unclassified,13695,0,0.000577888
750,-4.298880972,51.78317884,18,99.99,1.17581187,0,0,0,0,98.82418813,1,0,0,1962.56979514000,8.84E-07,0.007623696,0.000781708,unclassified,5150,0,1.68E-05
751,-4.078186239,51.76538969,18,148.13,6.578016693,0,0.537558353,0,0,1.414627246,3,91.46979771,0,7214.66846992000,3.52E-06,0.000572813,0.008684961,tertiary,35902,0,0.001269691
752,-3.234589465,53.13695843,18,323.89,0.945926867,0,47.29634336,0,0,1.07299167,3,50.68473811,0,3130.78012184000,9.48E-07,0.004016632,0.006805746,unclassified,6337,0,-9.10E-05
753,-2.657149238,51.63065348,18,22.26,0.240529164,0,11.77089597,0.901984366,0,0,4,87.0865905,0,2509.86091637000,6.42E-06,0.003079321,0.013642022,service,20564,0,0.000238007
754,-4.637893223,52.14503429,44,19.22,14.63380082,0,3.173254002,0,0,0.665816688,3,81.52712849,0,3837.55910821000,2.27E-07,0.006777252,0.008106265,unclassified,8281,0,0.002104218
755,-3.189258213,53.13970423,23,299.34,17.94908263,0,0,0,0,0.483572749,3,81.05532641,0.512018205,347.08239909200,3.60E-06,0.004564041,0.010396695,unclassified,24,0,0.000170082
756,-2.82470573,51.63112271,18,180.31,0.629402068,0,7.492881762,0,0,12.8577851,4,77.02682452,1.993106549,2511.74730039000,3.04E-06,0.007716209,0.007815869,unclassified,279,0,0.000537097
757,-4.146941958,52.07843281,18,119.6,0,0,0,0,44.52122409,0,2,0,55.47877591,3750.91426191000,4.06E-06,0.002110174,0.002016743,primary,2488,0,-0.000791072
758,-4.249398402,53.11479934,18,83.74,3.966721141,0,3.743871639,0,0,0.519982172,3,91.76942505,0,2126.34580145000,3.14E-06,0.002107224,0.012710654,unclassified,19615,0,1.47E-05
759,-3.55149358,52.61609031,18,343.48,17.52270148,0,0,0,0,0,3,79.34165721,3.135641317,4815.77246513000,6.09E-07,0.005203267,0.043752993,unclassified,2118,0,-3.85E-05
760,-3.573811625,52.59828064,18,280.68,18.88484169,0,0,0,28.59344354,19.61333707,4,31.88568226,0,3303.30155712000,5.59E-06,0.001987758,0.016919384,unclassified,2118,0,-0.000931039
761,-3.389810134,52.21994481,1,212.75,8.423016215,5.23748027,6.256277802,0,0,3.386425599,4,76.69680011,0,5023.19748254000,1.92E-06,0.000888375,0.008623105,trunk,7139,0,8.93E-06
762,-4.064561128,52.31881463,18,171.98,33.5464684,0,11.3605948,8.223048327,0,2.096654275,4,44.7732342,0,4376.36873506000,4.39E-08,0.001614309,0.017047477,secondary,3351,0,-1.38E-05
763,-3.169318629,52.01419751,18,358.24,0,0,23.97279683,0,0,1.232643808,5,53.59875319,0,3140.95547401000,4.45E-06,0.002388679,0.010389912,unclassified,8081,0,-0.00090855
764,-3.436053747,52.21776639,18,170.14,0,21.55697519,0,1.010251077,0,0,3,0,77.43277373,10049.96650940000,5.27E-06,0.001041254,0.003643578,secondary,3086,0,4.83E-05
765,-3.902640215,52.33063604,18,233.44,15.59480676,0,1.222826087,0,0,18.59903382,5,51.29830918,3.925120773,969.54213872000,9.95E-07,0.00066069,0.024290817,tertiary,1028,0,-0.000369232
766,-4.011063592,51.69126299,18,78.73,15.10668563,0.341394026,2.290184922,0,0,0,5,78.20768137,4.054054054,1236.04633454000,1.52E-06,0.00297203,0.014287901,primary,509,0,0.000493133
767,-3.63109916,52.05337224,18,301.26,2.004800226,0,0.070591557,0,0,6.480304956,4,21.06452068,70.37978258,5316.70918620000,1.70E-05,0.002684297,0.008631622,unclassified,4185,0,-3.90E-05
768,-3.287961672,52.03341157,18,224.06,1.342566422,0,0.67834935,0,0,92.1848502,3,5.794234031,0,3105.31828138000,5.59E-06,0.007029731,0.016661505,unclassified,4490,0,-4.83E-05
769,-3.317584482,51.84704519,24,343.95,0,0,0,0,0,0,1,0,100,3834.12491213000,2.99E-06,0.001477201,0.012098075,unclassified,2295,0,-1.90E-07
770,-4.143494934,51.94555544,18,177.68,6.633574007,0,0,0.842358604,0,5.15944645,5,69.16365824,16.8622142,1185.44659448000,1.72E-06,0.003042954,0.00653477,unclassified,4659,0,-0.00040613
771,-3.16433547,52.68910402,18,136.95,0.763574661,39.98868778,0,0,0,0,5,5.458144796,34.81334842,1343.69755346000,2.17E-06,0.001280923,0.014637874,primary,2799,0,-0.000207679
772,-2.988689979,52.97783053,18,83.01,13.18101933,8.362624487,0,0,0,0.219683656,4,67.7943761,10.44229643,2398.36384173000,6.32E-06,0.015406774,0.009168349,unclassified,3506,0,0.000255233
773,-3.564742859,52.4521955,18,228.87,3.320284182,0,0.246483979,0.188487748,0,22.79251849,4,73.45222561,0,158.21273731700,4.07E-07,0.001112773,0.015778282,unclassified,4565,0,-0.000971091
774,-3.03150254,52.74844726,18,71.08,0,14.60263971,0,0,0.673967987,0,4,0.365065993,84.35832631,4143.48457383000,1.21E-06,0.000944484,0.001175711,unclassified,9602,0,0.000444465
775,-2.852325687,53.00353295,18,24.29,0,0,0,0,0,3.63086233,3,7.791225416,0,2978.96280171000,2.36E-06,0.000878661,0.016333693,unclassified,3444,0,-0.000410247
776,-3.847423054,52.38435105,23,272.81,3.046114793,83.81046397,0,0,0.902552531,0,4,0,12.24086871,8384.99723884000,2.79E-06,0.000240441,0.005787131,primary,387,0,0.000111411
777,-3.820914513,52.38417326,24,317.45,1.142443962,1.793203181,0,0,0,0.28922632,4,94.18655098,2.58857556,3938.52369182000,3.89E-06,0.003836004,0.017161984,primary,387,0,0.000181819
778,-3.460885712,51.98828014,18,274.98,1.213660739,0,0,0,0,2.582557155,2,96.20378211,0,7528.59918216000,1.18E-07,0.004218179,0.016673451,unclassified,4234,0,3.96E-05
779,-3.29551441,51.97930465,18,196.33,9.446771631,0,0,0,0,4.232269247,2,86.32095912,0,3181.16454795000,2.88E-07,0.002911569,0.0123643,unclassified,8898,0,0.000660095
780,-2.856573555,53.05011317,18,20.27,0.1189768,9.161213563,0,3.004164188,46.19274242,0,7,13.45925045,26.66567519,1236.30626437000,4.17E-06,0.002123354,0.009523071,service,6963,0,0.000273955
781,-4.023795678,51.79931468,18,86.97,0,0.507614213,0,0,1.609862219,0,4,22.05946338,75.82306019,1325.48372266000,3.87E-06,0.000376136,0.0055243,tertiary,584,0,-3.46E-05
782,-3.99531111,51.70967671,18,116.27,28.6338304,2.274438922,0,0,0,0,5,54.13465883,13.2851333,5186.84614258000,3.79E-06,0.007697526,0.027356916,unclassified,47,0,0.000588692
783,-3.147725918,53.11892338,18,234.88,1.822842495,0,1.310168043,0,0,0.655084022,3,96.21190544,0,4161.48542251000,1.39E-06,0.011950602,0.017020261,unclassified,75,0,-2.73E-05
784,-2.841339734,52.92423473,18,94.94,5.118829982,0,7.607931374,0,0,0.548446069,3,86.72479257,0,4268.15518820000,4.29E-07,0.024016956,0.036300599,unclassified,731,0,-4.36E-06
785,-2.851323668,52.94190353,18,71.59,0.955081331,0.940158185,0,0,2.745858827,0,5,0.388001791,94.97089987,2610.89205288000,3.48E-06,0.044211992,0.017910113,unclassified,731,0,-4.09E-05
786,-2.887075474,52.92824604,23,85.75,0,0,21.67626,0,0,0,4,40.24989471,0,7627.18048648000,1.73E-06,0.030440249,0.028020555,unclassified,2224,0,-4.93E-05
787,-3.991216791,51.64387142,3,68.76,12.92857143,0.014285714,24.28571429,0,0,0.014285714,5,60,0,4951.10617282000,1.17E-06,0.008637959,0.000209676,unclassified,24719,0,2.94E-05
788,-3.487632923,51.82416606,35,421.89,13.77082137,0,0,0,0,1.163124641,2,85.06605399,0,3946.20818686000,1.15E-07,0.000680964,0.037405334,primary,1398,0,-0.001058458
789,-3.601899113,51.46648216,12,49.1,24.45172316,0,13.65707776,0,0.384505839,2.905155226,4,58.60153802,0,2264.63416590000,1.35E-06,0.015893166,0.003301989,service,79,0,-4.73E-05
790,-4.070873313,51.68754357,39,20.94,0.133709701,0,2.109641955,0,0,0.014856633,4,92.57168326,5.170108453,6643.31555614000,3.27E-06,0.003048879,0.00506137,unclassified,3379,0,0.000253534
791,-3.918146118,52.89538042,18,239.83,5.38418396,0,3.379136287,0,0,75.81323612,3,15.42344363,0,4488.71135952000,5.11E-06,5.58E-05,0.001216577,trunk,29,0,8.14E-05
792,-3.452982211,53.344132,44,-2.89,50.63453586,0,21.40310851,0,0,1.853700271,3,26.10865535,0,4660.78171351000,3.51E-06,0.00878627,0.014105993,residential,14578,0,8.05E-05
793,-3.498565908,52.79329375,35,378.26,0.556140087,51.05967233,0,0,0,0,4,43.39395761,4.990229971,4562.02878032000,2.01E-06,0.001307725,0.013201851,secondary,2699,0,-0.000365446
794,-3.028706509,51.90088201,12,297.27,0,0,31.6904583,0,0,28.80540947,5,26.4162284,6.175807663,1545.54679391000,1.78E-06,0.001999175,0.008902165,unclassified,7066,0,-0.000230949
795,-4.334727593,51.97198998,25,240.55,0.635155096,0,4.313146233,0,0,0.35450517,3,94.6971935,0,2465.65538448000,2.21E-06,5.05E-05,0.021697141,unclassified,4182,0,-0.00022126
796,-3.943532304,53.03235594,27,347.98,7.395543175,0,0,0,0,80.73816156,3,6.420612813,0,3256.34411340000,7.21E-06,0.002781168,0.008596405,service,2723,0,-2.60E-05
797,-2.941848032,52.94237775,18,79.5,4.711593375,5.810965163,4.797258709,0,0,0.471159338,5,77.28440891,6.924614506,5277.90245545000,4.93E-06,0.023903319,0.017571021,unclassified,3038,0,-6.51E-06
798,-4.047396938,51.61278834,18,92.18,6.380130874,4.074955384,7.941701368,0.0743605,0,0,5,81.52885187,0,4340.83179187000,4.31E-06,0.004202212,0.002895417,primary,8121,0,2.57E-05
799,-2.911343821,51.65139407,18,46.66,0,32.24271267,0,0,0.580011898,0,3,0,67.17727543,12955.49220780000,1.82E-06,0.001171684,0.003325695,tertiary,24021,0,0.000436896
800,-2.949144173,53.04938503,12,58.52,0.566741238,0,0,0,2.923191648,0.387770321,4,39.46308725,56.65920955,5026.62660398000,2.38E-06,0.018954094,0.009008191,unclassified,20001,0,-0.001214926
801,-2.998891994,51.53047333,39,1.58,9.668742922,0,13.51925255,0,0,0,3,76.81200453,0,8600.26926800000,3.84E-06,0.005191915,0.010230932,service,27501,0,-0.001484857
802,-3.73984188,52.16341647,29,409.12,12.63532764,0,7.022792023,0,0,1.025641026,3,79.31623932,0,1812.27108107000,1.97E-06,0.000398075,0.05149407,unclassified,1893,0,-0.000721581
803,-3.722333365,52.13869617,24,421.96,17.50298686,0.074671446,0,0,10.27479092,0,5,7.258064516,64.88948626,8414.37891481000,2.35E-06,0.002204962,0.036007895,unclassified,1893,0,-0.000655153
804,-2.89515117,53.03603072,18,22.7,0,18.19247107,0,0,0,0,3,11.41057566,70.39695327,752.88884630600,2.77E-06,0.009030373,0.009978148,secondary,1686,0,-4.81E-05
805,-4.079991569,52.37374824,18,69.54,21.30434783,0,0,0.494752624,0,0,4,73.67316342,4.527736132,5103.57290498000,4.06E-06,0.002298205,0.017837729,unclassified,11822,0,0.000151055
806,-3.015692526,51.82758932,1,109.07,14.56786665,0,1.834990895,0,2.801512817,12.34066396,5,55.91819583,0,7221.24338063000,2.54E-06,0.004819127,0.002303688,residential,18526,0,5.21E-06
807,-3.648944759,52.50968731,18,344.93,2.708740575,0,9.759843619,0,0,0.893605138,3,86.63781067,0,3195.65897404000,4.06E-06,0.006135463,0.010555775,unclassified,2118,0,-0.0002257
808,-4.039364815,52.76714645,32,360.32,0,0,0,1.501588218,0,0,2,0,98.49841178,6376.10916190000,3.19E-06,0.002179257,0.010034342,unclassified,3861,0,-0.000415299
809,-4.176349113,52.89396602,44,-6.65,0,16.52308996,0,0,0,0,2,0,83.47691004,2858.44674428000,4.11E-06,0.011553123,0.015221065,service,7628,0,-7.65E-06
810,-3.283863373,52.08930698,12,246.4,21.71034094,24.59847844,16.51169343,0,0,0.90166244,6,31.02282333,0,1390.57631885000,1.58E-06,0.002130571,0.031206626,unclassified,8081,0,-0.000509807
811,-2.768546722,52.98883128,18,79.95,2.350762217,5.470864796,0,0,0,0,5,73.44351047,16.939735,3730.03378323000,1.72E-06,0.004980606,0.021062371,unclassified,3993,0,-0.000163333
812,-3.739321576,52.17744443,29,436.64,8.132977145,0,0,0,0,1.855149896,5,60.7598694,13.87652122,7550.66271114000,1.15E-05,0.000430974,0.055524702,unclassified,2809,0,-0.00023522
813,-2.792559984,51.71254632,18,87.13,0,0,8.906273507,1.820370092,1.098239807,0.64690838,5,69.09884158,0,1579.61494506000,1.30E-06,0.003327386,0.016879663,unclassified,1689,0,0.000156965
814,-3.954782816,52.64348366,27,174.39,5.075996559,0,0.77430456,0,0,15.44307428,5,30.14052194,0,4561.07650749000,5.12E-06,0.000282726,0.000306445,unclassified,2498,0,0.000119909
815,-4.131027115,51.6660396,35,-3.99,36.54223969,0,14.74988666,0,0,0.574278374,3,48.13359528,0,6469.46801138000,9.62E-07,0.002977419,0.005422934,secondary,14220,0,3.95E-05
816,-3.277603502,52.91073774,18,447.84,0,85.26164875,0,0,0,0,3,0.989247312,13.74910394,5047.41941819000,2.19E-06,0.004418357,0.033090887,unclassified,4638,0,-0.000214152
817,-3.759790173,52.13076957,41,353.8,21.94027758,0,0,0,0,56.7082574,3,19.20650498,0,3505.12939980000,8.57E-07,0.001697227,0.053465739,unclassified,2809,0,0.000165731
818,-4.653631815,53.32590375,44,18.53,6.868918145,0,0,0,0,0.271894677,3,91.67143675,1.187750429,7156.34782267000,4.18E-06,0.011283674,0.006716766,service,3640,0,-2.88E-07
819,-3.343387395,51.48001095,18,55.17,15.61348824,3.173703599,0,0,0,0,4,74.9645792,6.24822896,4841.84786506000,3.13E-06,0.000309785,0.00743181,service,102970,0,0.000188139
820,-3.896605626,53.29317707,44,0,0,24.28259286,0,0,0.203932993,0.61179898,5,55.8776402,17.82957028,3283.11194414000,7.53E-06,0.01083674,0.009372047,unclassified,4091,0,2.36E-05
821,-3.217785567,52.90205399,18,335.94,24.12539755,0,0.530062093,0,0,5.361199455,5,40.61790095,0,2323.72726592000,4.22E-06,0.003701655,0.008053505,secondary,1987,0,1.98E-06
822,-3.195901549,52.90134026,18,346.94,1.458420979,0,0,8.568223251,0,22.78782779,5,0.631047539,0,905.32041195400,4.08E-06,0.006058383,0.007412514,unclassified,1987,0,-0.000208706
823,-3.212464096,51.41536687,12,22.59,38.60445327,0.226918168,0.141823855,0,0,1.829527727,4,59.19727698,0,5205.01946813000,3.07E-06,0.000486137,0.01213441,residential,17676,0,0.000766637
824,-3.11455251,53.11727903,18,200.15,4.685942173,0,0,0,0,0,2,0,95.31405783,2410.97598511000,2.50E-06,0.015198084,0.00279544,unclassified,4483,0,-5.40E-06
825,-4.032285215,52.02976371,18,197.65,0,0,0,0,11.17310233,0,3,1.74717369,87.07972398,6417.35441100000,2.87E-06,0.000905805,0.020785283,unclassified,2702,0,-1.87E-05
826,-4.649748904,51.85500781,18,101.28,3.120780195,16.30907727,0,0,0.405101275,0,5,11.97299325,68.19204801,3011.41449293000,1.58E-06,0.001824574,0.024757163,tertiary,11891,0,0.000106898
827,-3.449787001,51.61080932,1,227.07,0,1.051435067,0,0,12.34725774,0,4,1.534526854,85.06678034,5431.36062675000,1.53E-05,0.001924456,0.002768625,residential,13847,0,8.10E-05
828,-3.687226348,51.96112073,18,297.01,0.850340136,14.21485261,3.557256236,0,0,0,4,81.37755102,0,7447.94382634000,6.57E-07,0.003044263,0.018059266,unclassified,4185,0,0.000220755
829,-2.662728439,51.75471285,23,123.83,7.608535688,32.21486387,0,0,2.943340692,0,5,40.70640177,16.52685798,3510.12209871000,4.26E-06,0.000162397,0.001505934,primary,5080,0,0.00014394
830,-4.798323931,52.00306854,23,134.46,2.15037817,0.014830194,1.52751001,0,0,4.122794009,6,83.64229571,2.328340501,3959.42466405000,4.64E-06,0.001617517,0.006315256,unclassified,78,0,7.82E-05
831,-4.947764356,51.90488071,29,111.19,21.93519486,0.313573242,0,0,0.50769001,0,6,39.64461699,36.50888458,7390.94992683000,2.31E-06,0.00111626,0.01085072,tertiary,6205,0,-0.000157265
832,-3.968916062,52.65016728,18,118.99,44.80858469,0.507540603,0.580046404,0,0,0.797563805,5,44.75058005,8.555684455,637.17895698200,2.23E-07,0.001623425,0.005134757,unclassified,2498,0,0.00014613
833,-3.81204011,51.75885867,24,187.69,21.77784485,0,1.418653788,0,0,1.72049502,4,70.35919107,4.723815273,3948.47880056000,3.13E-06,0.001245751,0.012426087,unclassified,5952,0,0.000727652
834,-4.135046241,51.88790865,18,37.13,5.085756898,4.190902312,0,0,0.730797912,0,5,53.87024609,36.12229679,3307.39793894000,1.19E-06,0.003579942,0.014604718,residential,4659,0,4.76E-05
835,-5.08470664,51.96987925,44,54.27,0.556030796,0,0,0,52.87995438,0,3,46.56401483,0,6296.10465556000,7.60E-07,0.001250828,0.006713829,unclassified,1713,0,0.000216737
836,-2.823944881,51.84321698,18,104.77,13.06689342,18.87755102,0,0,0,0,4,46.40022676,21.6553288,887.42951845900,2.23E-06,0.004193643,0.006611038,unclassified,12192,0,0.000334828
837,-3.178023387,52.1965591,27,398.04,1.918604651,15.52325581,0,0,1.613372093,0.377906977,5,26.43895349,54.12790698,2725.86372780000,1.10E-06,0.006859688,0.014910964,unclassified,2397,0,7.43E-05
838,-3.172901095,51.79848288,1,434.85,0,0,0,0,51.74306483,0,2,0,48.25693517,4432.07415801000,2.57E-06,0.00631923,0.000537709,residential,4720,0,-0.000152191
839,-3.368620616,53.31485993,18,148.74,0,0,0.097820011,0,0,0,4,1.131917272,0,2509.65886097000,2.60E-06,0.012562721,0.003554443,unclassified,6141,0,-0.000125213
840,-3.612671926,51.6883141,18,457.76,0,0.586907449,0,0,0,0,4,50.17306245,43.83747178,5693.00788335000,3.09E-06,0.001904748,0.016661639,residential,2587,0,2.99E-06
841,-3.434971239,51.68614248,29,297.99,9.517004859,1.757645041,5.301514718,0,0,0.543012289,5,81.43755359,1.443269506,1844.76187092000,4.43E-06,0.003464731,0.006730189,unclassified,19929,0,0.000293699
842,-4.716976618,51.92135771,18,202.11,43.03617203,0,2.420962689,0,0.555397323,0.697806893,4,53.28966107,0,2670.99998285000,3.51E-06,0.001102563,0.02176499,unclassified,2883,0,4.64E-05
843,-4.670224447,52.07705475,18,36.82,4.33681073,0,9.880774963,0,0,0.655737705,4,84.84351714,0.283159463,1711.68555577000,3.19E-06,0.0001687,0.003154339,residential,3897,0,0.000109413
844,-4.519911568,52.13571505,44,18.56,2.459016393,0,0.86438152,0,0,1.967213115,4,94.53055142,0.178837556,6324.61396879000,1.79E-06,0.004119691,0.00236665,residential,8281,0,4.97E-05
845,-4.612870019,52.1241342,18,106.9,7.831240299,0.366868915,12.48765345,0,0,1.001834345,4,78.31240299,0,230.54953797100,1.54E-06,0.000246672,0.006977612,tertiary,8281,0,0.001841618
846,-4.474279178,52.11353923,18,169.12,0.285156836,0,0,1.62089149,0,0,4,41.36274951,56.73120216,6575.27031187000,2.54E-06,0.002268141,0.003094231,unclassified,1653,0,-0.000202972
847,-3.611894279,52.484599,18,317.17,11.29078833,70.15593416,0,0,0,0,5,3.797285591,12.72018481,6520.51960913000,5.03E-06,0.007906787,0.010508969,secondary,1036,0,8.41E-05
848,-4.191977824,52.02306552,18,227.41,16.16481775,2.290736205,1.123757384,0,0,6.555251405,6,71.34418672,2.434807665,8758.80348400000,5.46E-06,0.001074627,0.011420623,unclassified,3555,0,-0.00026105
849,-4.6827846,51.83342627,18,49.64,10.73928871,0,7.896947634,0,0,44.79137496,4,31.04172501,0,3375.03658170000,2.29E-05,0.003911077,0.01346424,tertiary,11891,0,0.000179478
850,-3.996170358,51.8830959,3,45.76,11.13283978,0,8.758206453,0,0,13.49350468,5,26.21874563,0,4302.51777298000,8.25E-07,0.003475264,0.000276939,tertiary,9458,0,-0.000110395
851,-3.986583975,52.61325325,27,336.2,6.276895682,3.264579314,0,0,0.890339813,0,5,13.78542811,75.78275709,2462.05923998000,1.00E-05,0.000380369,0.012645826,service,3612,0,0.000236484
852,-3.39248321,52.09684217,18,343.83,4.864787523,62.58406067,0,0,0,0,4,8.241522392,24.30962942,5330.68505610000,1.18E-06,0.00105916,0.023417914,unclassified,5713,0,0.000144804
